category,CodedMonth,Month,Year,DateOccur,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,latitude,longitude,id
2,2017-03,3,2017,3/27/17 21:15,64701,5,"LARCENY-FROM MTR VEH UNDER $500",4131,MAFFITT AVE,57, , ,4700,MAFFITT,38.66003875,-90.23287886,1729
3,2017-03,3,2017,3/27/17 21:18,41011,5,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",0,GOODFELLOW BLVD / MAFFITT AVE,50, , , , ,38.67749932,-90.27571666,1730
2,2017-03,3,2017,3/27/17 22:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",5418,W FLORISSANT AVE,72, , ,5418,FLORISSANT,38.69743585,-90.2417631,1731
3,2017-03,3,2017,3/27/17 22:25,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",8564,N BROADWAY,74, , ,8564,BROADWAY,38.71900557,-90.22877845,1732
2,2017-03,3,2017,3/27/17 22:27,64711,4,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",1300,ST CHARLES ST,36, , ,1300,ST CHARLES,38.63143524,-90.19920502,1733
2,2017-03,3,2017,3/27/17 22:30,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",10,S BROADWAY,35, , ,10,BROADWAY,38.6248282,-90.18960518,1734
2,2017-03,3,2017,3/27/17 23:00,72113,6,"AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR",4840,CALVIN AVE,69, , ,4840,CALVIN,38.68176199,-90.24162081,1735
2,2017-03,3,2017,3/27/17 23:11,71013,6,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",4127,W FLORISSANT AVE,68, , ,4126,FLORISSANT,38.67494278,-90.21966198,1736
3,2017-03,3,2017,3/27/17 23:15,41026,5,"ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC",3965,COTTAGE AVE,56, , ,3965,COTTAGE,38.65634327,-90.23070179,1737
3,2017-03,3,2017,3/27/17 23:32,43012,6,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE",4231,W NATURAL BRIDGE AVE,68, ,ALLEY BEHIND M&A LIQUOR,4804,BESSIE,38.66916407,-90.23438187,1738
3,2017-03,3,2017,3/27/17 23:33,41011,1,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",3614,DUNNICA AVE,16, , ,3619,DUNNICA,38.58726122,-90.24537091,1739
2,2017-03,3,2017,3/27/17 23:44,67701,4,"LARCENY-FROM BUILDING UNDER $500",2931,SAMUEL SHEPARD DR,37, ,@CENTRAL PATROL DIVISION,919,JEFFERSON,38.63719662,-90.21927272,1740
2,2017-03,3,2017,3/28/17 0:01,67701,5,"LARCENY-FROM BUILDING UNDER $500",4339,FOREST PARK AVE,38, , ,4339,FOREST PARK,38.63753392,-90.25317508,1741
4,2017-03,3,2017,3/28/17 0:01,83000,2,"ARSON-KNOWINGLY BURNING/SUCCESS",3515,MORGANFORD RD,15, , ,3515,MORGANFORD,38.59432792,-90.26303849,1742
2,2017-03,3,2017,3/28/17 0:01,31111,4,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",515,N JEFFERSON AVE,37, ,LOCATION OF OCCURENCE IS WALKING DIS,515,JEFFERSON,38.6348373,-90.21337386,1743
6,2017-03,3,2017,3/28/17 0:01,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6025,SUTHERLAND AVE,8, , ,6025,SUTHERLAND,38.59104738,-90.29552355,1744
2,2017-03,3,2017,3/28/17 0:09,63701,5,"LARCENY-SHOPLIFT UNDER $500",4251,LINDELL BLVD,38,PHILLIPS 66, ,4251,LINDELL,38.64122886,-90.25008697,1745
6,2017-03,3,2017,3/28/17 1:30,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6015,CARLSBAD AVE,5, , ,6015,CARLSBAD,38.57556805,-90.2742171,1746
2,2017-03,3,2017,3/28/17 2:00,64701,3,"LARCENY-FROM MTR VEH UNDER $500",3424,DUNNICA AVE,16, , ,3434,DUNNICA,38.58680582,-90.24180926,1747
2,2017-03,3,2017,3/28/17 3:00,51212,6,"BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED",4206,SAN FRANCISCO AVE,68, , ,4206,SAN FRANCISCO,38.66849168,-90.22974178,1748
3,2017-03,3,2017,3/28/17 3:20,91303,3,"SIMPLE ASSAULT-POLICE OFFICER/NO INJURY",3842,MISSOURI AVE,18, , ,3842,MISSOURI,38.58459193,-90.22465076,1749
2,2017-03,3,2017,3/28/17 3:22,71030,5,"AUTO THEFT-PERM RETNT/JOY RIDE",0,SAINT FERDINAND AVE / N TAYLOR,57, , , , ,38.66181273,-90.24524372,1750
4,2017-03,3,2017,3/28/17 4:30,83000,6,"ARSON-KNOWINGLY BURNING/SUCCESS",6136,LAURA AVE,76, , ,6100,LAURA,38.70132738,-90.26143624,1751
3,2017-03,3,2017,3/28/17 4:55,41014,6,"ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC",4223,HARRIS AVE,68, , ,4223,HARRIS,38.67341862,-90.22654241,1752
2,2017-03,3,2017,3/28/17 6:00,64701,5,"LARCENY-FROM MTR VEH UNDER $500",702,N KINGSHIGHWAY BLVD,53,ALDI, ,702,KINGSHIGHWAY,38.6521889,-90.26248348,1753
2,2017-03,3,2017,3/28/17 6:53,31111,4,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",1416,N BROADWAY,64, , ,1458,COLLINS,38.63859087,-90.18554343,1754
2,2017-03,3,2017,3/28/17 7:00,64711,2,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",3662,SHENANDOAH AVE,27, , ,3662,SHENANDOAH,38.60956437,-90.24316572,1755
2,2017-03,3,2017,3/28/17 7:00,64701,2,"LARCENY-FROM MTR VEH UNDER $500",3942,FLAD AVE,27, ,@SHERMAN SCHOOL,4756,COTE BRILLIANTE,38.61174559,-90.24738669,1756
2,2017-03,3,2017,3/28/17 7:08,71013,2,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",6909,SOUTHWEST AVE,10,11-Jul,7/11 PARKING LOT, , ,38.61331959,-90.30846745,1757
4,2017-03,3,2017,3/28/17 7:30,83000,5,"ARSON-KNOWINGLY BURNING/SUCCESS",4845,NORTHLAND AVE,55, , ,4845,NORTHLAND,38.66783208,-90.2530802,1758
2,2017-03,3,2017,3/28/17 8:00,51122,5,"BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED",5034,CATES AVE,51, , ,5034,CATES,38.65493035,-90.26434861,1759
2,2017-03,3,2017,3/28/17 8:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",3308,LOUISIANA AVE,30, , ,3308,LOUISIANA,38.59606899,-90.2386011,1760
6,2017-03,3,2017,3/28/17 8:47,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2817,UTAH ST,30, , ,2817,UTAH,38.59598169,-90.23038197,1761
7,2017-03,3,2017,3/28/17 9:29,151110,6,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",4222,E MARGARETTA AVE,68, , ,4222,MARGARETTA,38.66938748,-90.22883265,1762
2,2017-03,3,2017,3/28/17 9:30,51312,2,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",3958,HUMPHREY ST,15, , ,3958,HUMPHREY,38.59874612,-90.25242234,1763
3,2017-03,3,2017,3/28/17 10:00,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3456,PENNSYLVANIA AVE,19, , ,3456,PENNSYLVANIA,38.59263344,-90.23356267,1764
2,2017-03,3,2017,3/28/17 10:00,51122,1,"BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED",3856,UPTON ST,4, , ,3856,UPTON,38.55869432,-90.27300951,1765
2,2017-03,3,2017,3/28/17 10:27,64701,6,"LARCENY-FROM MTR VEH UNDER $500",420,E CARRIE AVE,79,CSTK TRUCKING, ,420,CARRIE,38.68775024,-90.21424123,1766
2,2017-03,3,2017,3/28/17 11:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",7410,HALL ST,79, , ,7410,HALL,38.70306054,-90.22189479,1767
2,2017-03,3,2017,3/28/17 11:54,63701,4,"LARCENY-SHOPLIFT UNDER $500",1400,N GRAND BLVD,59,WALGREENS, ,1400,GRAND,38.64675838,-90.22643474,1768
5,2017-03,3,2017,3/28/17 12:25,115400,6,"STLG BY DECEIT/IDENTITY THEFT REPORT",4838,PALM ST,55, , ,4838,PALM,38.67372935,-90.24877781,1769
3,2017-03,3,2017,3/28/17 12:45,43012,6,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE",6000,GOODFELLOW BLVD,73, , ,6000,GOODFELLOW,38.71606557,-90.25268582,1770
6,2017-03,3,2017,3/28/17 12:47,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3205,LAFAYETTE AVE,31, ,REAR,3205,LAFAYETTE,38.61653172,-90.23254854,1771
3,2017-03,3,2017,3/28/17 13:00,43012,6,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE",4600,MARGARETTA AVE,69, , ,4000,MARCUS,38.674182,-90.23978984,1772
2,2017-03,3,2017,3/28/17 14:49,36111,2,"ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS",4201,MANCHESTER AVE,39,N&M MARKET,#1067176,4201,MANCHESTER,38.62761285,-90.25445003,1773
3,2017-03,3,2017,3/28/17 15:20,44023,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 3RD DEGRE",2901,N GRAND BLVD,59,HERBERT HOOVER BOYS AND GIRLS CLUB,IN THE AREA,400,KINGSHIGHWAY,38.65793065,-90.22027707,1774
6,2017-03,3,2017,3/28/17 15:51,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",0,POTOMAC ST / S SPRING AVE,15, , , , ,38.59437724,-90.24723693,1775
6,2017-03,3,2017,3/28/17 15:55,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1611,HODIAMONT AVE,50, , ,1611,HODIAMONT,38.67648134,-90.28488657,1776
2,2017-03,3,2017,3/28/17 16:40,67701,3,"LARCENY-FROM BUILDING UNDER $500",908,LAFAYETTE AVE,21, ,MISSION TACO JOINT,908,LAFAYETTE,38.61061221,-90.20322983,1777
2,2017-03,3,2017,3/28/17 16:45,67701,5,"LARCENY-FROM BUILDING UNDER $500",4268,COTTAGE AVE,57,SUMNER HIGH SCHOOL, ,8632,RIVERVIEW,38.66049962,-90.2399938,1778
2,2017-03,3,2017,3/28/17 18:00,69702,5,"LARCENY-ALL OTHER UNDER $500",1526,ACADEMY AVE,52, , ,1526,ACADEMY,38.66499898,-90.2654129,1779
2,2017-03,3,2017,3/28/17 18:00,71030,6,"AUTO THEFT-PERM RETNT/JOY RIDE",824,BITTNER ST,74, , ,824,BITTNER,38.70999099,-90.23122083,1780
6,2017-03,3,2017,3/28/17 18:00,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3100,MOUNT PLEASANT ST,17, , ,3100,MOUNT PLEASANT,38.57272389,-90.23924782,1781
6,2017-03,3,2017,3/28/17 18:50,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3729,N 20TH ST,65, , ,3729,20TH,38.6609344,-90.20344778,1782
6,2017-03,3,2017,3/28/17 19:05,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2028,OBEAR AVE,66, ,REAR, , ,38.67053414,-90.21004596,1783
2,2017-03,3,2017,3/28/17 19:55,31111,5,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",6030,KINGSBURY AVE,46, , ,6030,KINGSBURY,38.65200906,-90.29516759,1784
3,2017-03,3,2017,3/28/17 20:35,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3700,COTTAGE AVE,59, , ,3700,COTTAGE,38.65339374,-90.22462185,1785
7,2017-03,3,2017,3/28/17 20:43,152200,4,"WEAPONS-CITY VIOL/DISCHRGING IN CITY",1519,PALM ST,65, , , , ,38.65552455,-90.19898383,1786
6,2017-03,3,2017,3/28/17 21:00,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5138,WABADA AVE,52, , ,5138,WABADA,38.66846305,-90.26206756,1787
6,2017-03,3,2017,3/28/17 21:00,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5869,PLYMOUTH AVE,48,ETZEL PLACE,2ND FLOOR APARTMENT,5869,PLYMOUTH,38.66556087,-90.287884,1788
2,2017-03,3,2017,3/28/17 21:00,66701,4,"LARCENY-BICYCLES UNDER $500",1820,MARKET ST,36, ,@UNION STATION,1820,MARKET,38.62902918,-90.20761892,1789
2,2017-03,3,2017,3/28/17 21:08,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",3731,CALIFORNIA AVE,19, , ,3731,CALIFORNIA,38.58757654,-90.23164455,1790
2,2017-03,3,2017,3/28/17 21:10,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",2018,ANN AVE,23, , ,2018,ANN,38.6081893,-90.21610703,1791
8,2017-03,3,2017,3/28/17 21:50,250000,4,"LOITERING-BEGGING",500,N BROADWAY,35, , , , ,38.62957416,-90.18791983,1792
3,2017-03,3,2017,3/28/17 22:00,41016,5,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC",5836,PAGE BLVD,48, , ,5836,PAGE,38.66747893,-90.28415978,1793
3,2017-03,3,2017,3/28/17 22:15,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,N 16TH ST / CASS AVE,61, , , , ,38.64205185,-90.19848946,1794
2,2017-03,3,2017,3/28/17 23:00,71030,6,"AUTO THEFT-PERM RETNT/JOY RIDE",8813,GOODFELLOW BLVD,73, , ,8813,GOODFELLOW,38.72027797,-90.24764754,1795
2,2017-03,3,2017,3/28/17 23:00,73313,1,"AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48",1018,EICHELBERGER ST,1, , ,1018,EICHELBERGER,38.56947037,-90.25143506,1796
6,2017-03,3,2017,3/29/17 1:27,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3028,WALTON PL,55, , ,3028,WALTON,38.67175495,-90.25001345,1797
2,2017-03,3,2017,3/29/17 2:15,71013,6,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",5807,RIVERVIEW BLVD,73, , ,5807,RIVERVIEW,38.70929954,-90.2474629,1798
6,2017-03,3,2017,3/29/17 2:40,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2638,OREGON AVE,24, , , , ,38.60536562,-90.22846976,1799
2,2017-03,3,2017,3/29/17 3:00,71030,1,"AUTO THEFT-PERM RETNT/JOY RIDE",3310,ITASKA ST,16, ,APT A,3310,ITASKA,38.57177853,-90.2442552,1800
6,2017-03,3,2017,3/29/17 5:20,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3745,PENNSYLVANIA AVE,19, , ,3745,PENNSYLVANIA,38.58766138,-90.23513896,1801
2,2017-03,3,2017,3/29/17 6:00,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",1005,CONVENTION PLAZA,35, , ,1005,CONVENTION,38.63326065,-90.19367244,1802
2,2017-03,3,2017,3/29/17 6:15,51112,1,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",3943,BURGEN AVE,3, , ,3943,BURGEN,38.57172434,-90.26245726,1803
6,2017-03,3,2017,3/29/17 6:30,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2949,SIDNEY ST,25, , ,2949,SIDNEY,38.60699154,-90.22980045,1804
3,2017-03,3,2017,3/29/17 7:29,91113,6,"SIMPLE ASSAULT-ADULT/NO INJURY",4200,W FLORISSANT AVE,68, ,INTERSECTION, , ,38.67650693,-90.22153553,1805
6,2017-03,3,2017,3/29/17 8:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3005,CHIPPEWA ST,19, , ,3005,CHIPPEWA,38.58747094,-90.23470864,1806
2,2017-03,3,2017,3/29/17 9:00,69711,6,"LARCENY-ALL OTHER UNDER $500  /ATTEMPT",715,GIMBLIN RD,74, , ,715,GIMBLIN,38.71571644,-90.22896577,1807
2,2017-03,3,2017,3/29/17 10:00,36111,5,"ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS",3501,N KINGSHIGHWAY BLVD,52,FAMILY DOLLAR,#1134980,3501,KINGSHIGHWAY,38.67577296,-90.25295449,1808
2,2017-03,3,2017,3/29/17 10:45,69711,3,"LARCENY-ALL OTHER UNDER $500  /ATTEMPT",3438,OSAGE ST,16, , ,3438,OSAGE,38.58419962,-90.24291639,1809
2,2017-03,3,2017,3/29/17 11:00,69702,3,"LARCENY-ALL OTHER UNDER $500",1315,CHEROKEE ST,22, , ,1315,CHEROKEE,38.59256402,-90.21685784,1810
3,2017-03,3,2017,3/29/17 11:05,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",4126,PAGE BLVD,58, , ,4126,PAGE,38.65092955,-90.2397318,1811
2,2017-03,3,2017,3/29/17 11:30,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1709,LUCAS AVE,36, , ,1709,LUCAS,38.63369425,-90.20316059,1812
6,2017-03,3,2017,3/29/17 12:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",825,ALLEN AVE,21,HENRY S BAR AND GRILL,HENRY S BAR AND GRILL,819,ALLEN,38.60772996,-90.20469891,1813
8,2017-03,3,2017,3/29/17 12:16,250000,4,"LOITERING-BEGGING",918,OLIVE ST,35, , ,918,OLIVE,38.62884148,-90.194342,1814
2,2017-03,3,2017,3/29/17 12:20,72113,4,"AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR",3701,CHOUTEAU AVE,37,RUSH TRUCK CENTERS, ,3701,CHOUTEAU,38.62756592,-90.24034451,1815
2,2017-03,3,2017,3/29/17 12:23,69702,3,"LARCENY-ALL OTHER UNDER $500",3103,SHENANDOAH AVE,25, ,SINGLE FAMILY RESIDENCE,3103,SHENANDOAH,38.60900871,-90.23171417,1816
2,2017-03,3,2017,3/29/17 12:30,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",0,MCNAIR AVE / SHENANDOAH AVE,23, , , , ,38.60733332,-90.21755361,1817
6,2017-03,3,2017,3/29/17 12:55,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",0,CHIPPEWA ST / GRAVOIS AVE,16,QUICK TRIP,ACCIDENT AT KEOKUK/ALEXANDER - PROPE, , ,38.5896685,-90.25524266,1818
2,2017-03,3,2017,3/29/17 13:15,51122,1,"BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED",4026,HYDRAULIC AVE,16, ,1ST FLR,4026,HYDRAULIC,38.5850321,-90.2507447,1819
2,2017-03,3,2017,3/29/17 13:25,69703,3,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",2620,SIDNEY ST,24, , , , ,38.60522587,-90.22390318,1820
2,2017-03,3,2017,3/29/17 14:00,51312,3,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",2714,POTOMAC ST,19, , ,2714,POTOMAC,38.59160921,-90.22877874,1821
2,2017-03,3,2017,3/29/17 14:04,64701,5,"LARCENY-FROM MTR VEH UNDER $500",4473,FOREST PARK AVE,38, , ,4473,FOREST PARK,38.63837107,-90.25826727,1822
3,2017-03,3,2017,3/29/17 14:25,91113,1,"SIMPLE ASSAULT-ADULT/NO INJURY",304,BATES ST,1, , ,304,BATES,38.56290672,-90.24429329,1823
2,2017-03,3,2017,3/29/17 14:35,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",6855,MANCHESTER AVE,43, ,ROGER WILSON MOTORS INC,6855,MANCHESTER,38.61749588,-90.30663283,1824
2,2017-03,3,2017,3/29/17 15:21,69702,3,"LARCENY-ALL OTHER UNDER $500",3150,OHIO AVE,30, , ,3150,OHIO,38.59807877,-90.22648139,1825
2,2017-03,3,2017,3/29/17 15:30,51322,2,"BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED",3926,DETONTY ST,27, , ,3926,DETONTY,38.61653185,-90.24616871,1826
3,2017-03,3,2017,3/29/17 16:30,42013,2,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE",4380,CHOUTEAU AVE,39, , ,4380,CHOUTEAU,38.62941659,-90.2569237,1827
8,2017-03,3,2017,3/29/17 16:55,250000,4,"LOITERING-BEGGING",622,WASHINGTON AVE,35, , ,622,WASHINGTON,38.63018545,-90.18959048,1828
3,2017-03,3,2017,3/29/17 17:15,91113,4,"SIMPLE ASSAULT-ADULT/NO INJURY",1501,CLINTON ST,60,SUPERIOR MANOR,GROUP HOME,1501,CLINTON,38.64592828,-90.19817945,1829
2,2017-03,3,2017,3/29/17 17:45,31312,6,"ROBBERY-HIGHWAY   /OTHR WEPN USED/ATTEMPT",6013,MARGARETTA AVE,70, , ,6013,MARGARETTA,38.6907935,-90.27354181,1830
2,2017-03,3,2017,3/29/17 18:30,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4447,DEWEY AVE,16, ,SIDEWALK/STREET,4446,DEWEY,38.57924999,-90.25037079,1831
3,2017-03,3,2017,3/29/17 19:00,91113,1,"SIMPLE ASSAULT-ADULT/NO INJURY",3444,ITASKA ST,16, , ,3507,MORGANFORD,38.57290982,-90.24663848,1832
2,2017-03,3,2017,3/29/17 19:00,71013,4,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",0,S GRAND BLVD / I 64 WESTBOUND,37, , , , ,38.63335094,-90.2339536,1833
2,2017-03,3,2017,3/29/17 19:00,51312,3,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",3330,ILLINOIS AVE,22, , ,3330,ILLINOIS,38.59366813,-90.22154024,1834
2,2017-03,3,2017,3/29/17 19:10,36112,5,"ROBBERY-COMMERCE PL/FIREARM USED/ATTEMPT",4179,LINDELL BLVD,38,T-MOBILE, ,4179,LINDELL,38.64036988,-90.24776029,1835
2,2017-03,3,2017,3/29/17 20:00,72140,5,"AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT",5070,COTE BRILLIANTE AVE,55, , ,5025,COTE BRILLIANTE,38.66547337,-90.25968184,1836
2,2017-03,3,2017,3/29/17 20:15,31421,3,"ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS",0,GASCONADE ST / OHIO AVE,16, , , , ,38.58128986,-90.22991951,1837
2,2017-03,3,2017,3/29/17 20:15,64711,1,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",4124,SCHILLER PL,5, , ,4124,SCHILLER,38.57641323,-90.26540955,1838
2,2017-03,3,2017,3/29/17 20:30,64701,6,"LARCENY-FROM MTR VEH UNDER $500",5447,THRUSH AVE,72, , ,5447,THRUSH,38.6994553,-90.2473479,1839
2,2017-03,3,2017,3/29/17 20:40,31111,6,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",4400,KOSSUTH AVE,68, , , , ,38.67339435,-90.2338776,1840
3,2017-03,3,2017,3/29/17 21:00,41011,2,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",3834,GRAVOIS AVE,15, , , , ,38.59127851,-90.25046245,1841
2,2017-03,3,2017,3/29/17 21:00,64701,2,"LARCENY-FROM MTR VEH UNDER $500",5467,DEMPSEY AVE,12, , ,5467,DEMPSEY,38.61472777,-90.28007607,1842
7,2017-03,3,2017,3/29/17 21:01,151130,1,"WEAPONS-STATE VIOL/UNLWFL USE/CARRYING",4500,S BROADWAY,17, , ,4500,BROADWAY,38.57340291,-90.23397685,1843
2,2017-03,3,2017,3/29/17 21:15,69602,6,"LARCENY-ALL OTHER $500 - $24,999",426,BLASE AVE,74, , , , ,38.70661426,-90.22914592,1844
3,2017-03,3,2017,3/29/17 21:20,41013,3,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE",3711,PENNSYLVANIA AVE,19, , , , ,38.5885589,-90.23495828,1845
2,2017-03,3,2017,3/29/17 21:28,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5772,MCPHERSON AVE,46, , ,5772,MCPHERSON,38.6508559,-90.28754148,1846
6,2017-03,3,2017,3/29/17 22:00,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4103,HARTFORD ST,15, ,CITY STREET,4103,HARTFORD,38.60325025,-90.2554114,1847
2,2017-03,3,2017,3/29/17 22:35,31111,4,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",1128,N 9TH ST,62, , ,1127,9TH,38.63571952,-90.1910237,1848
2,2017-03,3,2017,3/30/17 0:01,64701,1,"LARCENY-FROM MTR VEH UNDER $500",5331,SUTHERLAND AVE,7, , ,5331,SUTHERLAND,38.5897341,-90.28292398,1849
6,2017-03,3,2017,3/30/17 0:17,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3318,BELT AVE,50, , ,3318,BELT,38.67938652,-90.26492456,1850
3,2017-03,3,2017,3/30/17 0:37,91113,1,"SIMPLE ASSAULT-ADULT/NO INJURY",629,BATES ST,1, ,BATES AT ALABAMA,5225,IDAHO,38.56593296,-90.2488269,1851
2,2017-03,3,2017,3/30/17 3:00,71030,6,"AUTO THEFT-PERM RETNT/JOY RIDE",8619,TARA LN,73, , ,8619,TARA,38.71520739,-90.24434143,1852
2,2017-03,3,2017,3/30/17 6:00,71013,6,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",4854,LEE AVE,69, , ,4854,LEE,38.67889024,-90.24432881,1853
3,2017-03,3,2017,3/30/17 6:20,41023,6,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE",1501,E GRAND BLVD,66, , ,1501,GRAND,38.67169081,-90.20699854,1854
2,2017-03,3,2017,3/30/17 9:00,51122,5,"BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED",1907,SEMPLE AVE,50, , ,1907,SEMPLE,38.67035572,-90.2706917,1855
2,2017-03,3,2017,3/30/17 9:30,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",4462,NEOSHO ST,5, , ,4462,NEOSHO,38.58583965,-90.2710258,1856
6,2017-03,3,2017,3/30/17 9:45,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4116,BLAIR AVE,65, , ,4116,BLAIR,38.66613403,-90.2030099,1857
6,2017-03,3,2017,3/30/17 9:50,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1246,BLACKSTONE AVE,48, , , , ,38.66560642,-90.28131027,1858
3,2017-03,3,2017,3/30/17 11:25,43015,3,"ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC",3300,OHIO AVE,30, , ,3640,KOSCIUSKO,38.59521065,-90.22706925,1859
3,2017-03,3,2017,3/30/17 11:30,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4200,COTE BRILLIANTE AVE,57, , , , ,38.65526116,-90.23785909,1860
3,2017-03,3,2017,3/30/17 11:55,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",4921,PARKVIEW PL,38,BARNES-JEWISH HOSPITAL, ,4921,PARKVIEW,38.63813125,-90.26318597,1861
